timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-02T23:26:51,judge_BM25,dfd2a2b4-8256-46d1-881c-af8045df11ad,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,677.82517696172,0.0029000363421566,4.278442938864844e-06,37.07044830204265,231.68289220262488,20.0,0.0064693179796558,0.0417907606548197,0.0034902442149093,0.0517503228493849,0.0,France,FRA,pays de la loire,,,Linux-6.8.0-90-generic-x86_64-with-glibc2.39,3.12.6,3.2.5,64,Intel(R) Xeon(R) Gold 6426Y,2,2 x NVIDIA RTX 4500 Ada Generation,-1.5534,47.2172,62.413272857666016,machine,5.404296296296296,96.87333333333332,41.91007407407408,26.15197243584527,N,1.0,0.0
2026-05-03T18:08:43,judge_BM25,9e611057-9b1c-4512-9933-1b0efc4b245c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,160.22093635400051,0.0006832871770417737,4.264655996842281e-06,32.5,231.67852344204812,10.0,0.0014463771735111137,0.010301654907984015,0.0004450330524611091,0.01219306513395624,0.0,France,FRA,pays de la loire,,,Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.2.6,16,AMD Ryzen 7 9700X 8-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-1.4841,47.248,15.179862976074219,machine,6.508125,93.525,60.693124999999995,9.209826731681824,N,1.0,0.0
